movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown
the-neon-demon;9;Spangle;/user/Spangle;Aug 31, 2016;"[ ""Shocking, disturbing, and audacious, The Neon Demon is a neon-drenched behemoth from director Nicolas Winding Refn that is truly a glorious masterpiece. Things really begin to hit the fan in the second half, but even then, the first half is just as equally brilliant. Together, they form a disturbing look at the fashion industry. Undeniably a horror film, The Neon Demon leaves you cool and numb in the wake of its disturbing images of the industry. Refn expertly creates a parallel between the industry and what is portrayed on the screen, eliciting brilliant criticism on the industry and the way in which it destroys young girls, as well as the way in which these girls are victimized and corrupted along the way. Elle Fanning plays the lead role brilliantly, as the innocent, yet decidedly dangerously beautiful Jesse. The dialogue here is terrific, far surpassing many other films from the Danish director. The score from Cliff Martinez is filled with these synthy, creepy vibes that really wrap its tentacles around you and perfectly accent what is on the screen. The cinematography is incredible. From very cool mirror shots to lush looks at Los Angeles, the camera soaks in the neon goodness and is an absolute wonder. I cannot praise The Neon Demon enough. This illuminati-esque, hypnotic, and thoroughly violent and disturbing film from Nicolas Winding Refn could very well be categorized as a masterpiece."" ]";0;3;0;3;1;0
the-nice-guys;9;Spangle;/user/Spangle;May 22, 2016;"[ ""The Nice Guys is a brilliant film brought forth by director Shane Black that features a charismatic, well-matched duo in Ryan Gosling and Russell Crowe. Hysterical from beginning to end, The Nice Guys is not simply hollow laughs, but matches it comedic instincts with a well-constructed plot that keeps you consistently engaged and not just hanging on waiting for the next joke. Well paced and well-crafted, The Nice Guys has incredibly multi-dimensional characters and the film as a whole really pays homage to a bygone era, especially in Los Angeles. I am an absolute sucker for these neo-noir films set in Los Angeles, especially ones with fantastic cinematography and The Nice Guys most certainly fits the bill. Undoubtedly set to go down as one of the funniest films of 2016, The Nice Guys is not just some brain dead comedy. Rather, it makes you think and has a true emotional core that really threatens to start up the waterworks. Overall, The Nice Guys is an absolute winner."" ]";3;5;3;2;1;0
green-room;8;Spangle;/user/Spangle;Nov 12, 2016;"[ ""The third feature film from Jeremy Saulnier, Green Room cements his status as one of the bright young talents in cinema. His second feature, and most notable until now, Blue Ruin was a tremendously brutal and suspenseful thriller. Green Room is pretty much the same deal, just shrouded in green and far more of a contained thriller than his previous effort. Starring Anton Yelchin, Imogen Potts, and Patrick Stewart, Green Room is a thriller about a punk band that witnesses a brutal murder while after performing for a group of neo-nazis. Now, they must escape while every neo-nazi in sight tries to keep them trapped."", ""In one of his final films released before his death (if not the final), Anton Yelchin is magnetic as Pat, the bassist of the band. As Amber, a girl who witnesses the murder, Imogen Potts is equally terrific. However, both pale in comparison to the performance of Patrick Stewart as Darcy, the leader of the neo-nazis. Ruthless, brutal, and quite sadistic, his Darcy is a fear-inducing character written with real menace by Saulnier. Stewart's performance is so captivating, he instills the viewer with fear even when he is off-screen."", ""In terms of his direction, Saulnier's Green Room is incredibly tight and focused. The film introduces very little in the way of subplots and even when it does, it reduces them to ash immediately. It is incredibly focused on the survival element at play here and every effort is poured into that area. In this area, Saulnier creates tension at every turn. Though the film is quite short, Saulnier is not afraid to take his time to create atmosphere and elicit tension through repeated sequences of uncertainty and attempted escapes. Unlike many thrillers/horror films, Green Room has no cheap thrills. Instead, they are well-earned."", ""Green Room is an incredibly violent picture with an unabashed love for boxcutters that has been unseen since 2014's Gone Girl. Ideally, Rosamund Pike and Imogen Potts are ushering in a new trend: blonde women with boxcutters. Just as in Blue Ruin, Saulnier is not afraid to get graphic, but he uses this violence well. It is not just violence for the sake of itself. Rather, it is violence that leaves the viewer in shock, regardless of whether it was expected or not."", ""However, one area in which the film can be improved is character development. Though incredibly tense, the film does very little to develop any of its characters, which kind of deprives the emotional impact of each individual's death to a degree. Plus, there are so many players in this film, it can be hard to keep track, especially when it comes to the neo-nazis. Additionally, though the film introduces neo-nazi characters, Saulnier never really uses it for any political symbolism. Sure, the punk band sings an anti-nazi song and makes a few comments about them, but it is hardly a major focus. While the film is an incredible thriller, it could have a more nuanced film with some kind of subtle statement about neo-nazis in modern day America, but that is just personal preference, I guess, so not really a criticism or a reason as to why this one is rated as it is."", ""As a whole, Green Room is a terrifically entertaining and intense thriller that is not shy about showing the audience casually brutal violence. Saulnier is one heck of a talent and his next work will be yet another must watch."" ]";0;0;0;0;0;0
eye-in-the-sky;8;Spangle;/user/Spangle;Apr  9, 2016;"[ ""Director Gavin Hood delivers a fantastically poignant and thorough examination of the decision making behind drone warfare, as well as the ethics of the system we currently live with. Helen Mirren, Alan Rickman, Aaron Paul, and Barkhad Abdi, turn in very good performances here in this contemplative war thriller. Incredibly uncompromising, Eye in the Sky's dedication to showing you the unseen human element of warfare and the emotional turmoil it can cause is exemplary and commendable. Far too often, war films will avoid this exploration of human emotion and pain, instead focusing on action sequences. This is not the case at all with Eye in the Sky as it consistently considers the human aspect here and not just for the people behind the drones, but also the people on the ground who live near drone targets. In this way, Eye in the Sky has to be one of the better war films of recent memory. While not the best one of all-time, Eye in the Sky certainly ranks up there with the most emotionally damaging and haunting experiences I have had watching a war film. For this, Eye in the Sky truly is a winner. Incredibly dramatic, thrilling, and moving, it is a powerhouse of a film that feels like a punch to the gut."" ]";2;2;2;0;0;0
45-years;8;Spangle;/user/Spangle;Jan 14, 2016;"[ ""I have not cried because of a film in a long time, but man did 45 Years ever get to me. Holy moly this film is powerful. A stirringly emotional look at marriage and the nature of love as you age, 45 Years features phenomenal lead performances from Charlotte Rampling and Tom Courtenay. Though it is slow and deliberate, the film never drags and really always grips you as you watch it all unfold. The film is interesting in the sense that thought it focuses on Rampling's character, it really provides an astute look at how both men and women look at relationships, in particular at how they progress as the years go on. Wonderfully written and directed by Andrew Haigh, 45 Years is a phenomenal film that deservedly netted Rampling an Oscar nomination, but I do wish it had received more."" ]";1;1;1;0;0;0
midnight-special;8;Spangle;/user/Spangle;Aug  4, 2016;"[ ""Midnight Special is a wonderfully unique and adventurous film. The acting across the board is very good, but the real star here are the technical elements. The special effects are terrific, especially in a scene where we see the boy with his eyes and the light coursing through his veins. The ending sequence also features terrific special effects and give the film a feeling along the lines of Spielberg's 70s and 80s science fiction classics due to the sense of wonder it inspires. The sense of mystery is highlighted by the film's synth-like score that really threatens to steal the show at times. Its low notes put you right on the edge and add this air of mystery that leaves you guessing until the very end. The lighting and cinematography are also top-notch, especially with the film largely taking place at night. It is always hard to shoot at night, but Midnight Special makes it look easy and, even better, the lighting lets you see everything, yet keep enough shrouded in darkness to make it both visually pleasing and mysterious. This film has a lot going on, is quite slow, and does not have a pay-off many will appreciate. However, I certainly did appreciate these elements. The slow pacing never arose as an issue because enough is going on to really keep you hooked and zoned in on what is going on in the film. Additionally, the ending is perfect simply because the proceeding 1 hour and 40 minutes were so mysterious. A mysterious ending is the only way to end this one as the characters never showed any level of understanding as to what was happening to the boy. Thus, it only makes sense that they remain in the dark along with us and get looked at as if they are crazy. Overall, Midnight Special is a special film that is wholly unique and highlights that Jeff Nichols is one of the best directors working today."" ]";0;0;0;0;0;0
10-cloverfield-lane;8;Spangle;/user/Spangle;Mar 20, 2016;"[ ""10 Cloverfield Lane is a very well-crafted and intense film, elevated by a fantastic performance from John Goodman. A mix of thriller, sci-fi, horror, and drama, 10 Cloverfield Lane also works in some moments of comedy to lighten an incredibly bleak mood. Director Dan Trachtenberg does a great job here creating tension and letting it build to a very good pay-off. As mentioned, Goodman is phenomenal with an intense and entirely gripping performance that plays very well into the air of mystery the film possesses. Mary Elizabeth Winstead is great here and John Gallagher Jr was also quite good. The film is a very compelling and thought-provoking one, lending itself greatly to further study as to character motivations and what all is really going on throughout the film. Some have criticized the ending, but I really am a fan. I thought it was a thrilling end to a thrilling film. Overall, 10 Cloverfield Lane is a very good film that has some filler and is not perfect by any stretch of the imagination, but it still a good thriller that really gets the gears in the brain turning."" ]";2;3;2;1;0;0
hail-caesar!;8;Spangle;/user/Spangle;Feb  6, 2016;"[ ""I loved Hail, Caesar. An absolutely hilarious homage and piece of social commentary (politics, Hollywood, human nature, etc.), Hail, Caesar is a really a movie about movies made for people who love movies and their history. Touching on all the key movements of the 1950s from the classic films to the politics therein, the film really skewers the time period and entertains along the way. Lavishly crafted with fantastic production and costume design, the film both looks and sounds the part. Channing Tatum honestly stole the show for me comedically, as all of his parts were hysterical. George Clooney, Josh Brolin, and Alden Ehrenhich, were the real stars here and knocked it out of the park. Ralph Fiennes, Tilda Swinton, and Frances McDormand, were also very good in smaller roles. Overall, Hail, Caesar is an absolute riot if you love film and film history. It appears many moviegoers thought it would be more of a serious kidnapping type movie, but if you know anything about the Coen Brothers, you know there is always more than meets the eye in their films and their classic kidnapping trademark. This is very much the case in their latest work. Overall, the film was phenomenal and really sets the standard for forthcoming releases this year."" ]";6;19;6;13;0;0
phoenix;8;Spangle;/user/Spangle;Mar 30, 2016;"[ ""This is the first film I have seen by Christian Petzold and what an introduction. Nina Hoss is revolutionary in Petzold's post-WWII drama thriller Phoenix. The film is a borderline haunting experience that thrives on subtlety, exemplified by Hoss' performance. The film has been described by others as being a bit of a noir film and this is most certainly true, but more than the mystery element here, for me is the drama. Phoenix is a film that rips your heart out as you watch this woman realize what has happened in the aftermath of her being sent to a concentration camp. Though Holocaust films are almost overdone at this point, Phoenix manages to breathe a breath of fresh air into this subset of films. Phoenix is deeply affecting and really rips your heart out repeatedly as you watch this woman grapple with the fact that her life is changed forever."" ]";0;0;0;0;0;0
carol;9;Spangle;/user/Spangle;Oct 21, 2016;"[ ""Carol is undeniably a revelation. A subtle romantic film, Carol's power is exquisitely defined in the expression on Therese Belivet's (Rooney Mara) face upon seeing Carol Aird (Cate Blanchett) for the first time. The look of love at first sight, as if Carol were the answer to questions Therese had been subconsciously asking her whole life, the film's beauty and elegance is defined in that look. This film is the answer to the question: What is the most authentic romance film in years? Though I may not be gay or a woman, the romance here transcends any false boundary between humanity. In this, director Todd Haynes crafts a truly universal romance film that is for the entire world to behold in awe."", """", ""The same look on Therese's face is shared by Carol at the very end. As Therese walks slowly over to her and Haynes expertly uses slow motion to emphasize the moment, the look of subtle peace and joy highlights what this film does so well. It is not a teenage romance in any way. It is not excessive. It is not over-the-top. It is not cinematic love. Rather, it has a raw authenticity that is truly impossible to ignore. Instead, it consumes you and absorbs the viewer into this lush world that makes you experience the same love and pain as the characters."", """", ""This authenticity is translated into the screenplay, which is a thoroughly poetic and moving experience. The characters of Therese and Carol are so well defined, it is as if they are real human beings and this is merely their tale. The real emotions of love, pain, joy, and hurt, demonstrated by these women is impactful to the very core. However, its real success comes in the dialogue. Therese constantly shooting down Richard (Jake Lacy) and his offers to go away to Europe with him, while immediately accepting an offer to go away with Carol. The encounter between Carol and Harge (Kyle Chandler), in which Carol explains how having her daughter only for a short amount of time and being true to herself is better for her daughter than having her all the time and \""living against her own grain\"". Carol not only is a revelation for its power in terms of LGBT romance, but also in its communication of its character's feelings. Instead of explicitly telling you how they feel, it leaves it open for you to pick up on their intentions. Above all of other elements, this is what makes the film feel so authentic. They act and speak like real human beings who express their feelings, but not directly. These women leave bread crumbs for the viewer to figure out what really makes them tick. Not only does this indicate incredible trust given to the audience by Haynes, but it also highlights his trust in the writing and the actors to convey meaning."", """", ""Visually, the film is equally as stunning. Cinematographer Edward Lachman's camera is a magnet for beautiful shots. The heavy reliance upon reflections and mirrors is what truly caught my attention the most, especially when considering when they are utilized and the overall meaning of the film. Carol, above all, is a film about being true to one's self. Carol could have stayed with Harge and kept her daughter. Therese could have married Richard. Yet, neither felt truly satisfied in that life when without one another. Lachman captures this in his use of reflections. In one particular sequence, Therese goes with Carol to visit her home, with Richard bidding Therese goodbye before she leaves. As they drive, reflections abound. Symbolically, this most closely represents the double life being led by these women. A mirror merely reflects who you are, but is not you true self. It is other. This reflection is Therese's life with Richard. The camera then juxtaposes these shots with her in the car with Carol, highlighting how that is her true self. She is meant to be with Carol and it is her path to happiness."", """", ""Lachman and Haynes also use a notable color scheme for the entire film, with many shots being covered with an apparent green filter. These shots are accented by the heavy use of brown, red, and yellow. Interestingly, when Carol first visits with Therese, she is wearing red. However, after her daughter is taken from her and the two women see each other once more, it is Therese wearing red. As red often represents passion, one must assume that this is foreshadowing. Initially, Carol was the one pursuing this relationship. Therese knew she was infatuated with her, but was not confident enough to pursue her. Carol, meanwhile, had experience in the area and did pursue her. However, once her daughter leaves, she is more concerned with being reunited with her daughter, not being with Therese. The opposite is true for Therese, who has blossomed and is filled with passion and wonderous feelings for Carol."", """", ""Finally, the cherry on top of the film is score. Carter Burwell's score hits all the right notes and truly highlights the setting and feelings of the film. This is a very cozy and warm film. The colors certainly highlight this as well, as does the setting"" ]";2;2;2;0;1;0
brooklyn;8;Spangle;/user/Spangle;Dec 13, 2015;"[ ""Romantic, emotional, moving, and entirely lush, Brooklyn is a gorgeous film about love and also about the struggles of immigrants. Saoirse Ronan is phenomenal in the film, as is Emory Cohen. Together, they form one of the better on-screen couples in recent memory. The writing is fantastic. The entire film goes from emotion, romance, comedy, and tragedy, in a very natural manner that makes this one really hit you hard. As a period piece, it was inevitable I would like this one. Beautiful costume and production design, as well as some fantastic music really set the mood for this one. The direction is very good as well, though certainly not the strongest element of the film. The runtime really flies by and you get swept up in the world of magic and wonder. Ronan deserves recognition for this, which will more than likely come."" ]";1;1;1;0;0;0
the-big-short;8;Spangle;/user/Spangle;Dec 27, 2015;"[ ""The Big Short starts off a little odd, but by the time it ends, the beginning makes more sense stylistically and you are left feeling almost empty. Watching the financial collapse happen almost all over again is a gut wrenching experience that The Big Short turned into the best time I had in the theater all year. Honestly, The Big Short may be the most entertaining and informative films I have watched in a film. Unique in its storytelling, entirely subversive, and odd/quirky, The Big Short is a great time and does a great job explaining its, at times, complex story. At no point do you feel lost or confused by its complex terminology, because it always bring it to the point where you can understand exactly what is happening. Even more, it is hysterically funny at times. Truly, it skewers its villains and twirls the knife with glee, though it does certainly leave its protagonists seeming more than a little morally and ethically ambiguous. Ryan Gosling and Steve Carell are absolutely phenomenal here. Christian Bale and Brad Pitt are also very, very good in their roles. Director Adam McKay manages to exceed all expectations with his directorial ability here and, honestly, I am not sure who else could have pulled it off with such a complex and unique way of telling this tale. The Big Short is not the best film of the year, but is certainly a contender for funnest film of the year."" ]";1;2;1;1;0;0
spotlight;8;Spangle;/user/Spangle;Nov 25, 2015;"[ ""The second best journalism-based film ever made after All the President's Men, Spotlight is a brilliant work that brings tension, drama, and true hardcore emotion, to a very sensitive topic that it handles gracefully. Director Tom McCarthy does not shy away from the hard-hitting and tough to listen to facts that surround this case. The acting here is phenomenal. Michael Keaton, Mark Ruffalo, Rachel McAdams, Liev Schreiber, John Slattery, Billy Crudup, Stanley Tucci, Brian d'Arcy James, Neal Huff, Paul Guilfoyle, Len Cariou, and the list goes on. Everybody who had any single line in this film was great. This film is built around the powerful performances delivered by these talented people and the passion their real life counterparts brought to their job, which really shines through. This film has power in spades and as the onion is peeled back, you are left stunned at this true story. A film that makes you overwhelmed and needing a long bath to try and cleanse all the grime of the world off of you, Spotlight is a great work that deserves all of its forthcoming accolades."" ]";3;3;3;0;0;0
chi-raq;8;Spangle;/user/Spangle;Jan 29, 2016;"[ ""A great modern take on both the situation in Chicago and the ancient Greek play Lysistrata, Chi-raq is one of my favorite Spike Lee films. I say that as someone who does not really like Lee, so this one ranks as one of the few I do like. A provocative look at the situation in Chicago, the film makes you want to run out and change the world like portrayed in the film. The writing is phenomenal and incredibly creative and shows the great blending of the Greek comedy and the hip-hop influence to be found in the film. Nick Cannon, Teyonah Parris, Angela Bassett, and John Cusack, are all phenomenal here. Admittedly, the film can be a bit vulgar and far-fetched at times, but if you are willing to go where the film wants you to, it will be a very enjoyable experience. Though the plot itself can be messy, it is thematically tight and the pieces all work if you think about what they are symbolic of and are meant to represent, a lot of which ties to both the Greek-influence, as well as today's violence and sexuality. Chi-raq will not be for everyone, but was luckily for me."" ]";0;0;0;0;0;0
ghostbusters-2016;8;Spangle;/user/Spangle;Jul 17, 2016;"[ ""I really, really enjoyed Ghostbusters. It is not some brilliant film, but it is a great comedy. With very good comedic writing, Ghostbusters is funny from beginning to end and truly never lets up. Heck, I was laughing even during the credits and the post credits scene. The film is funny, through and through. The girls have great chemistry with one another and Kate McKinnon particularly is fantastic. Leslie Jones is no slouch, however, and is fantastic. I had low expectations for her since she is hit-and-miss for me, but she was phenomenally funny. All four have great timing, though they all kind of get overshadowed by Chris Hemsworth. His turn as the dumb bimbo of an assistant is terrific. Every word he says is hysterical and never failed to make me laugh. I was rolling in my chair with how funny some of it was. This film is a true joy to experience and is thoroughly funny. On top of this, the special effects were great. The ghost design was scary and light, while also looking quite cool. The gags with ghosts were also solid and very funny (especially during the final battle sequence). Additionally, I saw it in 3D and the 3D was fantastic. I rarely love 3D and think it makes a difference, but it absolutely was the case here. The 3D was great and, on one occasion, made me jump so bad. In short, I loved this. It was a great experience and it is sad that people were predetermined to hate it because it \""is ruining their childhood\"" or is \""anti-man, Paul Feig hates men and I hate feminism ahhh\"". Idiots. There are legitimate problems with the film, but few negative reviews actually rely on these and instead rely on perceived insults to men, none of which is the case. The villain is poorly done and the plot is certainly not fantastic, but neither really matter to me, because it is a comedy. It is supposed to be fun and boy oh boy is it ever fun. Go see Ghostbusters."" ]";11;52;11;41;0;0
sicario;9;Spangle;/user/Spangle;Oct 17, 2015;"[ ""Denis Villenueve has more talent than anyone could ever dream of having. After Prisoners and Enemy, for him to manage top both of them so resoundingly with Sicario is impeccable. A brilliantly directed, intense, and edge of your seat film, Sicario is a phenomenal movie. Sicario manages to cover the drug war and cartels as violently and as bleak as it should without being too violent or too bleak. Though, it still paints an incredibly grim picture of the situation and nobody winds up looking good in this situation. I should also mention that Roger Deakins is the best living cinematographer. His work on this film is magnificent. One of the best shots films I have honestly ever seen, this one follows up one beautifully shot scene with another beautifully shot scene and uses every technique in the book to the very peak of its potential. Emily Blunt is phenomenal here, but is actually outdone by Benicio del Toro. I love Del Toro's work, but this has to be his very best. He is out of this world in this role and hits a complete home run. Sicario is a fantastic film and one of the year's strongest works, but what do you expect when Villenueve, Deakins, Blunt, and Del Toro, work together?"" ]";1;2;1;1;1;0
the-man-from-uncle;8;Spangle;/user/Spangle;Aug 17, 2015;"[ ""The Man From U.N.C.L.E. was a ton of fun. Thanks to incredibly charismatic performances from Henry Cavill, Armie Hammer, and Alicia Vikander, a film that could have fallen flat truly excels. Smart, funny comedic writing blends with an interesting plot and stylish set pieces to make for a very entertaining action spy comedy flick. I should also mention that the costume design matches this style brilliantly with some seriously great suits and dresses. Not a fashion connoisseur by any means, but man did both the guys and women in this film look sharp. As a whole, The Man From U.N.C.L.E. never takes itself too seriously and is very funny, while also having very thrilling action sequences throughout that are incredibly well shot and well directed. For me, I preferred this to the other recent spy film, Mission: Impossible - Rogue Nation, though both are very different as that one aims to be serious, while this film takes a far more comedic approach. Regardless, this one is a very good film that entertains in spades."" ]";2;4;2;2;0;0
me-and-earl-and-the-dying-girl;8;Spangle;/user/Spangle;Jun 26, 2015;"[ ""Funny, heartwarming, touching, and heart wrenching, Me & Earl & the Dying Girl features hopefully breakout performances from new stars in Thomas Mann, Olivia Cooke, and Ronald Cyler II. In addition, the direction from sophomore director Alfonso Gomez-Rejon is gentle and he is comfortable taking a backseat to his young stars here and letting them go, which is perfect. An honest look at both high school, friendships, and death, Me & Earl & the Dying Girl is funny from beginning to end and guaranteed to make you fight back tears (a fight you will more than likely lose). The film is also a film nerds wet dream with so many references and mentions of classic films that the film itself is as much as an homage to classic films as the amateur films made by the characters. Though there are better coming of age dramedies out there, Me & Earl & the Dying Girl is certainly one of the better ones I have seen thanks to great acting, directing, writing, and a heartfelt story that feels so relatable it almost hurts. It is hard to imagine this one not winding up as one of my favorite films of 2015."" ]";0;0;0;0;0;0
the-gift-2015;8;Spangle;/user/Spangle;Aug  8, 2015;"[ ""A taut, intense, adult thriller, The Gift is a film nerds dream. Packed to the brim with references to other films, thematically riveting, and above all, thrilling beyond all imagination, the film is incredibly well done. Thanks to a great script and direction from debut director Joel Edgerton, the story is a slow burn that really all comes together and still leaves you thinking about what you just experienced. Each line of dialogue is crucially important and revealing about the character who says it, but it is left to you to decipher what it could possibly mean. The film is also really well shot and much of the tension comes from the framing of these shots and the mystery surrounding the proceedings. Jason Bateman and Joel Edgerton are phenomenal in this one and Rebecca Hall also turns in a very strong performance. A film that will leave you wondering where the truth lies, The Gift is truly a \""gift\"" to 2015 and stands as one of the best psychological thrillers in recent memory. It is haunting, scary, and thrilling, but above all, wildly entertaining."" ]";1;4;1;3;0;0
inside-out-2015;9;Spangle;/user/Spangle;Jul 25, 2015;"[ ""I do not watch a ton of animated films, but Inside Out wound up being an exception and I am really, really glad it was. Brilliantly animated and voiced, Inside Out entertains in spades with fantastic comedic writing throughout. However, the true area of success for this one is in the way it explores emotion and the way we think and operate. A thought provoking film, Inside Out is easily one of the best films of 2015 for the way it really almost caters to the adult audience and provide a ton of interesting commentary on how we function. Magnificently written and a great representation of bringing a complex concept to life, Inside Out should easily find a home alongside the other phenomenal releases from Pixar."" ]";1;2;1;1;1;0
cinderella;8;Spangle;/user/Spangle;Jan 22, 2016;"[ ""You may know the story, but that does not prevent Kenneth Branagh's take on Cinderella from being anything less than a truly magical and wonderful experience. Featuring a lush and beautiful score, phenomenal costume design, breathtaking art direction, tremendous special effects, and wonderful cinematography, Cinderella is an elegant fairy tale for the whole family. Branagh knows how direct a good adaptation and does so once more with his take on Cinderella. Though it does not diverge from the original story at all, the film is still a compelling take thanks to the fantastic technical aspects and great performances from Lily James, Richard Madden, and Cate Blanchett. Ultimately, you will either like or not like Cinderella. If you do not enjoy the source material, odds are you will not like the live action version either. However, if you are willing to believe in magic, then Cinderella will hopefully fulfill your wishes and deliver that magical experience you crave."" ]";0;0;0;0;0;0
two-days-one-night;8;Spangle;/user/Spangle;Mar 29, 2016;"[ ""Two Days, One Night is an entirely human experience and an exercise in compassion and empathy. Featuring a stirring lead performance from Marion Cotillard, the film is excellently written and directed by the Dardenne brothers. A subtle, flow of life type film, the movie really manages to hit home, even when our protagonist faces resistance. An entirely difficult choice is presented to each character in the film and the film does a great job portraying a fair and balanced look at that question. The film manages to also be a very good look at depression, as well as being quite thrilling. Real life drama has never been so thrilling before, yet this one has you on the edge of your seat waiting to see the outcome and how our characters will react. Overall, Two Days, One Night is a great film that is an ode to compassion and helping your neighbor."" ]";0;0;0;0;0;0
the-game;8;Spangle;/user/Spangle;Jun 30, 2013;"[ ""This is just...what. Talk about a crazy movie that really, truly makes you think. Michael Douglas was awesome in the lead role and Fincher dominated as director. The ending was a little strange and felt unfitting for the rest of the movie, but all in all, a very good film that really has you on the edge of your seat."" ]";2;2;2;0;0;0
it-follows;10;Spangle;/user/Spangle;Oct 30, 2015;"[ ""It Follows is truly a brilliant film. An edge-of-your seat master class effort of horror, It Follows scares from the very beginning due to the absolutely phenomenal use of sound. The sound in this film is what convinces me this film is a truly brilliant work. Yes, it is a great horror film on its own and is truly terrifying. The concept is fantastic and wonderously executed. Director David Robert Mitchell knows how to truly scare you and he does it with pure glee and abandon by keeping you on edge from the get go. The acting from Maika Monroe is great. The cinematography is also fantastic. However, none of this would be enough to make it as good as I believe it to be. Rather, the sound is what sets it above all other horror films that do everything else I mentioned very well. The sound is unsettling, creepy, terrifying, awe-inspiring, atmospheric, and other adjectives, to describe its true brilliance. It Follows is the best film of 2015. I do not need to see anything else from this year to know this."" ]";1;1;1;0;2;0
clouds-of-sils-maria;8;Spangle;/user/Spangle;Mar 29, 2016;"[ ""Clouds of Sils Maria is a very good film from Olivier Assayas with fantastic acting, a compelling story, and beautiful cinematography. Juliette Binoche, Kristen Stewart, and Chloe Grace Moretz, are all phenomenal here and turn in great performances. Stewart was my personal favorite, though the against type performance from Moretz was really interesting and well done. The story is very dense, but can be boiled down to being about an aging woman having a relationship with a younger woman, after having the shoe be on the other foot when she was younger. Now that she is older, she struggles to grapple with this age and the shoe being on the other foot, due to her own approach to the relationship when she was younger. In this way, the film is a compelling look at aging, both on stage and in life, and at relationships of all kinds. Finally, the cinematography is fantastic. The film has repeated gratuitous shots of landscapes in the Swiss alps and thank God for that because is pure eye candy. The cinematography in non-landscape scenes is also great though and that point cannot be understated. Clouds of Sils Maria is a great little film that really deserves more attention from film lovers due its well-written and well-directed approach to its subjects."" ]";0;0;0;0;0;0
mad-max-fury-road;8;Spangle;/user/Spangle;May 20, 2015;"[ ""Featuring incredible action sequences, brilliant car chases, great special effects, beautiful mise en scene, great acting, and stellar direction, Mad Max: Fury Road shows that reboots do not need to be terrible. Though  I have not seen the first three, I opted to see this one due to the great word of mouth and ultimately, I was incredibly satisfied. With an absolutely riveting world created that seems vast and unique in nature, Fury Road feels just like an epic action film should. Tom Hardy, Charlize Theron, and Nicholas Hoult, are all fantastic, especially Hoult who really steals the show at times. The makeup is great and completely convincing. However, the real star here for me was the beautiful cinematography (which is gorgeous btw) and phenomenal special effects, which were the definition of perfection. The car chases featured both very well, which is why those scenes were undoubtedly my favorite and probably some of the most exhilarating and well plotted car chases I have seen in a film. Truly a great action film, if I was an action junkie, this would be a 10/10, but I am not. All the same, this is still a great film that provides all the heart stopping action and thrills that it should."" ]";12;21;12;9;0;0
inherent-vice;8;Spangle;/user/Spangle;Jan 16, 2015;"[ ""I love films like this for the most part and Inherent Vice is no exception to that. Perpetually in a drug induced haze, Detective Larry \""Doc\"" Sportello, portrayed brilliantly by Joaquin Phoenix, stumbles around trying to solve a case he cannot quite wrap his head around. Hell, there may not even be a case. But, what is certain is that he has no idea what is going on and neither does the audience. Impossible to follow and impossible to wrap your head around, Inherent Vice is a film that gives you a bunch of different puzzle pieces from different puzzles and tells you to put them together. Yet, in spite of that, I loved it. Our confusion mirrors that of Doc and really makes the film and enjoyable watch. It also does not hurt that it has a stellar cast on top of Joaquin Phoenix, including Benecio del Toro, Josh Brolin, Reese Witherspoon, Katherine Waterston, Joanna Newsom, Michael K. Williams, and Martin Short. No one other than Phoenix has that much screen time, but what they are given, they knock out of the park. The direction and writing from Paul Thomas Anderson are stellar as always. The film also does a great job capturing the drug-induced era it is set in and is a beautiful snapshot of the less than nice areas of Los Angeles in the 1970's. If you are comfortable not knowing what the hell is going on, but are willing to still sit there and try to piece together this possibly unsolvable \""case\"", Inherent Vice is the film for you. Though it may not make much sense, Inherent Vice is just a really enjoyable and really, really well made film that even if the \""plot\"" does not do it for you, there should be enough here for you to appreciate."" ]";1;1;1;0;0;0
ex-machina;8;Spangle;/user/Spangle;Nov 21, 2015;"[ ""Featuring three of my favorite newer actors; Oscar Isaac, Domhnall Gleeson, and Alicia Vikander, Ex Machina was always going to be great in my eyes due to their presence. However, beyond them, the film remains brilliant. A compelling look at artificial intelligence, of the possible pitfalls, and the ethical questions surrounding them (are they real? how far is too far?), Ex Machina delivers some heady thoughts and manages to thoroughly entertain beyond that as well. The acting is great, yes, but the direction and writing from Alex Garland are also great and he really brings this one home. The design of the artificial intelligence is brilliant, as well. More technically, this one's pacing is perfect and it is just as long as it needs to be and the score is brilliant. The score sets the scene perfectly every time and is used to perfection. Overall, Ex Machina is one of the year's best films and establishes Garland as a force to be watched in the director's chair as well."" ]";0;0;0;0;0;0
